FrontFrameIndex,FrontTimeStamp,MediaFrameIndex,MediaTimeStamp,WallclockTimeStamp,GazeFrameIndex,GazeTimeStamp,HidEventData,Confidence,Gaze2dX,Gaze2dY,GazeClass,VergenceAngle,Blink,GazeRightConfidence,PupilDiaRight,EyeballCenterRightX,EyeballCenterRightY,EyeballCenterRightZ,PupilCenterRightX,PupilCenterRightY,PupilCenterRightZ,GazeRightX,GazeRightY,GazeRightZ,GazeRightReciprocalDistance,GazeRightAngularSpeed,EyeClosedRight,Pupil2dRightConfidence,Pupil2dRightX,Pupil2dRightY,Pupil2dRightA,Pupil2dRightB,Pupil2dRightO,GazeLeftConfidence,PupilDiaLeft,EyeballCenterLeftX,EyeballCenterLeftY,EyeballCenterLeftZ,PupilCenterLeftX,PupilCenterLeftY,PupilCenterLeftZ,GazeLeftX,GazeLeftY,GazeLeftZ,GazeLeftReciprocalDistance,GazeLeftAngularSpeed,EyeClosedLeft,Pupil2dLeftConfidence,Pupil2dLeftX,Pupil2dLeftY,Pupil2dLeftA,Pupil2dLeftB,Pupil2dLeftO,FrontIlluminanceTimeStamp,FrontIlluminance,OrientationTimeStamp,OrientationW,OrientationX,OrientationY,OrientationZ
6914,233.311709440,468,15.666751595,2024-10-15T16:28:40.448742+02:00,13914,233.294654600,NA,0.472,755.5671,457.1749,F,0.1058,0,0.510,2.9990,-31.1593,-9.7021,-32.4362,-30.3080,-8.4435,-22.8560,0.2225,0.1264,0.9667,0.0016,0.0594,0,0.790,-1.0777,2.8870,1.9244,1.4074,1.0735,0.434,3.2457,32.6569,-9.6811,-31.0840,34.5100,-8.6847,-21.6149,0.1182,0.1045,0.9875,0.0017,0.4094,0,0.596,5.7119,1.5395,1.9749,0.9693,1.8089,233.282443160,75,233.283622920,-0.60629,0.19239,0.77122,-0.02484
6914,233.311709440,468,15.666751595,2024-10-15T16:28:40.448742+02:00,13915,233.311220760,NA,0.465,756.6638,458.5242,F,0.1038,0,0.503,3.0078,-31.1585,-9.7006,-32.4389,-30.3211,-8.4570,-22.8554,0.2211,0.1250,0.9672,0.0016,0.1287,0,0.810,-1.0970,2.8715,1.9668,1.4050,1.1041,0.426,3.0792,32.6570,-9.6825,-31.0848,34.5162,-8.6911,-21.6164,0.1188,0.1040,0.9875,0.0016,0.0492,0,0.607,5.7289,1.5322,1.9374,0.9171,1.8242,233.292448200,76,233.294881320,-0.60627,0.19232,0.77125,-0.02485
6914,233.311709440,468,15.666751595,2024-10-15T16:28:40.448742+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.302453040,76,233.304886160,-0.60628,0.19226,0.77126,-0.02480
6915,233.345035280,469,15.700079052,2024-10-15T16:28:40.482071+02:00,13916,233.327786920,NA,0.470,758.1792,458.6960,F,0.1057,0,0.505,2.9876,-31.1576,-9.6988,-32.4410,-30.3222,-8.4495,-22.8582,0.2209,0.1255,0.9672,0.0016,0.0375,0,0.791,-1.0952,2.8793,1.9459,1.3958,1.1060,0.435,3.2397,32.6570,-9.6820,-31.0845,34.4959,-8.6950,-21.6117,0.1167,0.1035,0.9878,0.0017,0.1320,0,0.635,5.7038,1.5319,1.9692,0.9711,1.8134,233.312460280,76,233.314893400,-0.60629,0.19220,0.77127,-0.02481
6915,233.345035280,469,15.700079052,2024-10-15T16:28:40.482071+02:00,13917,233.344353080,NA,0.470,758.8348,458.8287,F,0.1073,0,0.507,2.9759,-31.1571,-9.6972,-32.4423,-30.3196,-8.4493,-22.8594,0.2211,0.1254,0.9671,0.0017,0.0155,0,0.791,-1.0900,2.8785,1.9283,1.3923,1.1019,0.433,3.1983,32.6568,-9.6820,-31.0847,34.4824,-8.6924,-21.6096,0.1153,0.1038,0.9879,0.0017,0.0852,0,0.619,5.7016,1.5410,1.9782,0.9599,1.8164,233.322464000,76,233.324897160,-0.60629,0.19220,0.77127,-0.02481
6915,233.345035280,469,15.700079052,2024-10-15T16:28:40.482071+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.332468840,76,233.333648640,-0.60635,0.19225,0.77121,-0.02474
6915,233.345035280,469,15.700079052,2024-10-15T16:28:40.482071+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.342479920,76,233.343659720,-0.60645,0.19225,0.77113,-0.02474
6916,233.378361120,470,15.733406523,2024-10-15T16:28:40.515399+02:00,13918,233.360919240,NA,0.471,761.6117,455.4430,F,0.1052,0,0.512,3.0224,-31.1569,-9.6937,-32.4396,-30.3447,-8.4171,-22.8583,0.2186,0.1283,0.9673,0.0016,0.2384,0,0.713,-1.1023,2.9029,1.8991,1.4169,1.1103,0.430,3.0795,32.6579,-9.6844,-31.0854,34.4786,-8.6848,-21.6103,0.1148,0.1048,0.9878,0.0017,0.0690,0,0.565,5.7025,1.5515,1.9144,0.9240,1.8354,233.352481440,76,233.354914600,-0.60663,0.19225,0.77099,-0.02474
6916,233.378361120,470,15.733406523,2024-10-15T16:28:40.515399+02:00,13919,233.377485400,NA,0.463,757.6189,454.6189,F,0.1034,0,0.503,2.9729,-31.1572,-9.6960,-32.4404,-30.3282,-8.4464,-22.8570,0.2203,0.1256,0.9673,0.0016,0.1987,0,0.806,-1.1051,2.8797,1.9420,1.3869,1.0692,0.423,3.2257,32.6548,-9.6793,-31.0844,34.5099,-8.6467,-21.6196,0.1184,0.1082,0.9871,0.0016,0.3036,0,0.467,5.7075,1.5858,1.9588,0.9602,1.7830,233.362486280,76,233.364919440,-0.60673,0.19225,0.77091,-0.02474
6916,233.378361120,470,15.733406523,2024-10-15T16:28:40.515399+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.372491120,76,233.374924280,-0.60689,0.19219,0.77080,-0.02481
6917,233.411686960,471,15.766731161,2024-10-15T16:28:40.548725+02:00,13920,233.394051560,NA,0.459,763.8653,458.0281,F,0.1082,0,0.504,2.9758,-31.1566,-9.6951,-32.4424,-30.3459,-8.4395,-22.8582,0.2184,0.1262,0.9677,0.0017,0.1201,0,0.822,-1.1201,2.8831,1.9400,1.3855,1.0988,0.415,3.0342,32.6564,-9.6836,-31.0859,34.4465,-8.6895,-21.6045,0.1116,0.1042,0.9883,0.0017,0.4814,0,0.611,5.6926,1.5584,1.9411,0.9151,1.8476,233.382498360,76,233.383678160,-0.60702,0.19215,0.77070,-0.02488
6917,233.411686960,471,15.766731161,2024-10-15T16:28:40.548725+02:00,13921,233.410617720,NA,0.461,764.1124,458.6429,F,0.1046,0,0.508,3.0159,-31.1563,-9.6940,-32.4426,-30.3605,-8.4458,-22.8563,0.2169,0.1255,0.9681,0.0016,0.1041,0,0.778,-1.1293,2.8670,1.9439,1.4060,1.0993,0.414,3.1369,32.6544,-9.6831,-31.0872,34.4646,-8.6954,-21.6089,0.1137,0.1036,0.9881,0.0017,0.1321,0,0.580,5.7027,1.5470,2.0314,0.9428,1.8102,233.392503400,76,233.393683200,-0.60713,0.19215,0.77062,-0.02488
6917,233.411686960,471,15.766731161,2024-10-15T16:28:40.548725+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.402508440,76,233.404941600,-0.60724,0.19215,0.77054,-0.02488
6918,233.445012800,472,15.800056736,2024-10-15T16:28:40.582050+02:00,13922,233.427183880,NA,0.470,764.8398,454.9961,F,0.1064,0,0.504,2.9787,-31.1556,-9.6924,-32.4446,-30.3584,-8.4383,-22.8591,0.2171,0.1261,0.9680,0.0017,0.0380,0,0.839,-1.1303,2.8797,1.9374,1.3855,1.1068,0.435,3.2853,32.6558,-9.6840,-31.0867,34.4503,-8.6544,-21.6099,0.1120,0.1079,0.9878,0.0017,0.2786,0,0.490,5.6658,1.5933,1.9715,0.9911,1.8324,233.412515840,76,233.415074200,-0.60730,0.19215,0.77048,-0.02488
6918,233.445012800,472,15.800056736,2024-10-15T16:28:40.582050+02:00,13923,233.443750040,NA,0.469,762.5815,456.6032,F,0.1043,0,0.504,2.9865,-31.1548,-9.6909,-32.4467,-30.3517,-8.4505,-22.8599,0.2177,0.1247,0.9680,0.0016,0.0929,0,0.792,-1.1226,2.8662,1.9452,1.3909,1.1071,0.434,3.1991,32.6554,-9.6834,-31.0867,34.4763,-8.6639,-21.6139,0.1148,0.1068,0.9876,0.0017,0.1779,0,0.592,5.6915,1.5763,1.9672,0.9591,1.8163,233.422523800,76,233.424956960,-0.60741,0.19214,0.77040,-0.02482
6918,233.445012800,472,15.800056736,2024-10-15T16:28:40.582050+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.432527560,76,233.434834960,-0.60748,0.19215,0.77035,-0.02482
6918,233.445012800,472,15.800056736,2024-10-15T16:28:40.582050+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.442534800,76,233.444967960,-0.60755,0.19219,0.77028,-0.02481
6919,233.478338680,473,15.833387932,2024-10-15T16:28:40.615382+02:00,13924,233.460316200,NA,0.465,764.6577,456.4274,F,0.1051,0,0.499,2.9445,-31.1554,-9.6952,-32.4474,-30.3616,-8.4469,-22.8609,0.2167,0.1255,0.9681,0.0016,0.0752,0,0.833,-1.1377,2.8669,1.9329,1.3669,1.0572,0.430,3.2073,32.6537,-9.6815,-31.0868,34.4571,-8.6658,-21.6102,0.1130,0.1064,0.9879,0.0017,0.1136,0,0.697,5.6831,1.5817,1.9943,0.9646,1.8060,233.452536240,76,233.454969360,-0.60757,0.19227,0.77024,-0.02486
6919,233.478338680,473,15.833387932,2024-10-15T16:28:40.615382+02:00,13925,233.476882360,NA,0.462,764.8224,456.7992,F,0.1091,0,0.495,2.9353,-31.1557,-9.6993,-32.4498,-30.3479,-8.4435,-22.8654,0.2181,0.1262,0.9677,0.0017,0.0997,0,0.820,-1.1249,2.8781,1.9462,1.3612,1.0603,0.429,3.2015,32.6555,-9.6848,-31.0875,34.4347,-8.6743,-21.6057,0.1104,0.1059,0.9882,0.0017,0.1578,0,0.753,5.6700,1.5772,1.9872,0.9679,1.8455,233.462541080,76,233.464974200,-0.60756,0.19233,0.77023,-0.02491
6919,233.478338680,473,15.833387932,2024-10-15T16:28:40.615382+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.472545920,76,233.474979040,-0.60757,0.19240,0.77020,-0.02491
6920,233.511664520,474,15.866712887,2024-10-15T16:28:40.648707+02:00,13926,233.493448520,NA,0.465,762.4005,454.5807,F,0.1058,0,0.501,2.9498,-31.1552,-9.6999,-32.4522,-30.3460,-8.4427,-22.8681,0.2183,0.1264,0.9677,0.0016,0.0126,0,0.769,-1.1152,2.8783,1.9360,1.3710,1.0885,0.430,3.3313,32.6579,-9.6855,-31.0861,34.4705,-8.6552,-21.6128,0.1139,0.1080,0.9876,0.0017,0.2478,0,0.658,5.6682,1.5830,1.9418,1.0039,1.8334,233.482552960,76,233.484108960,-0.60757,0.19247,0.77019,-0.02496
6920,233.511664520,474,15.866712887,2024-10-15T16:28:40.648707+02:00,13927,233.510014680,NA,0.468,761.2674,453.7821,F,0.1017,0,0.503,2.9720,-31.1551,-9.7010,-32.4534,-30.3544,-8.4364,-22.8696,0.2174,0.1271,0.9678,0.0016,0.0702,0,0.837,-1.1195,2.8809,1.9396,1.3810,1.0805,0.433,3.1605,32.6598,-9.6867,-31.0852,34.5028,-8.6607,-21.6173,0.1171,0.1076,0.9873,0.0016,0.1937,0,0.607,5.6980,1.5680,1.8717,0.9453,1.8331,233.492559760,77,233.494992920,-0.60756,0.19253,0.77018,-0.02501
6920,233.511664520,474,15.866712887,2024-10-15T16:28:40.648707+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.502564600,77,233.504997760,-0.60756,0.19253,0.77018,-0.02501
6921,233.544990360,475,15.900037228,2024-10-15T16:28:40.682027+02:00,13928,233.526580840,NA,0.472,763.2660,457.4817,F,0.1058,0,0.509,2.9922,-31.1555,-9.7017,-32.4524,-30.3504,-8.4410,-22.8685,0.2179,0.1267,0.9677,0.0016,0.0365,0,0.712,-1.1088,2.8725,1.9215,1.3964,1.0780,0.436,3.2189,32.6598,-9.6863,-31.0850,34.4673,-8.6946,-21.6066,0.1134,0.1040,0.9881,0.0017,0.3139,0,0.578,5.6881,1.5430,1.9650,0.9701,1.8156,233.512571960,77,233.515005120,-0.60756,0.19253,0.77018,-0.02501
6921,233.544990360,475,15.900037228,2024-10-15T16:28:40.682027+02:00,13929,233.543147000,NA,0.467,763.5696,456.5529,F,0.1045,0,0.499,2.9691,-31.1552,-9.7036,-32.4549,-30.3572,-8.4544,-22.8688,0.2172,0.1256,0.9680,0.0016,0.0859,0,0.822,-1.1260,2.8597,1.9564,1.3780,1.0805,0.434,3.1907,32.6590,-9.6847,-31.0846,34.4725,-8.6725,-21.6096,0.1140,0.1061,0.9878,0.0017,0.1349,0,0.646,5.6896,1.5678,1.9446,0.9589,1.8092,233.522576800,77,233.525009960,-0.60756,0.19253,0.77018,-0.02501
6921,233.544990360,475,15.900037228,2024-10-15T16:28:40.682027+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.532580560,77,233.535013680,-0.60756,0.19253,0.77018,-0.02501
6921,233.544990360,475,15.900037228,2024-10-15T16:28:40.682027+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.542591440,77,NA,NA,NA,NA,NA
6922,233.578316200,476,15.933361700,2024-10-15T16:28:40.715356+02:00,13930,233.559713160,NA,0.470,768.1674,459.5573,F,0.1127,0,0.506,2.9766,-31.1553,-9.7043,-32.4551,-30.3533,-8.4406,-22.8713,0.2176,0.1270,0.9677,0.0018,0.0949,0,0.743,-1.1132,2.8739,1.9276,1.3859,1.0812,0.434,3.2220,32.6598,-9.6864,-31.0850,34.3984,-8.7109,-21.5921,0.1062,0.1023,0.9891,0.0018,0.5309,0,0.680,5.6530,1.5478,1.9979,0.9844,1.8315,233.552592800,77,233.545024560,-0.60752,0.19254,0.77021,-0.02501
6922,233.578316200,476,15.933361700,2024-10-15T16:28:40.715356+02:00,13931,233.576279320,NA,0.464,765.3010,452.5739,F,0.1034,0,0.504,2.9801,-31.1545,-9.7025,-32.4567,-30.3721,-8.4317,-22.8722,0.2156,0.1278,0.9681,0.0016,0.1304,0,0.788,-1.1312,2.8802,1.9330,1.3832,1.1076,0.423,3.3671,32.6626,-9.6867,-31.0829,34.4715,-8.6488,-21.6098,0.1135,0.1088,0.9876,0.0016,0.5979,0,0.694,5.6640,1.5894,1.9249,1.0166,1.8336,233.562597640,77,233.555025920,-0.60745,0.19254,0.77027,-0.02501
6922,233.578316200,476,15.933361700,2024-10-15T16:28:40.715356+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.572602480,77,233.565030760,-0.60745,0.19254,0.77027,-0.02501
6922,233.578316200,476,15.933361700,2024-10-15T16:28:40.715356+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.575287040,-0.60745,0.19254,0.77027,-0.02501
6923,233.611642040,477,15.966685882,2024-10-15T16:28:40.748679+02:00,13932,233.592845480,NA,0.463,770.6126,460.3436,F,0.1120,0,0.501,2.9733,-31.1535,-9.7014,-32.4595,-30.3686,-8.4515,-22.8724,0.2158,0.1256,0.9683,0.0017,0.1320,0,0.838,-1.1307,2.8583,1.9473,1.3796,1.1068,0.426,3.1807,32.6644,-9.6907,-31.0838,34.3928,-8.7119,-21.5894,0.1052,0.1026,0.9892,0.0018,0.6358,0,0.622,5.6556,1.5497,1.9957,0.9725,1.8482,233.582608920,77,233.584916840,-0.60745,0.19254,0.77026,-0.02507
6923,233.611642040,477,15.966685882,2024-10-15T16:28:40.748679+02:00,13933,233.609411640,NA,0.465,769.1064,457.7216,F,0.1119,0,0.500,2.9527,-31.1529,-9.7023,-32.4620,-30.3603,-8.4392,-22.8773,0.2166,0.1270,0.9680,0.0017,0.0962,0,0.772,-1.1219,2.8758,1.9406,1.3689,1.0873,0.430,3.2186,32.6664,-9.6941,-31.0842,34.4041,-8.6967,-21.5934,0.1061,0.1045,0.9888,0.0018,0.1314,0,0.616,5.6551,1.5629,1.9894,0.9819,1.8477,233.592610640,77,233.595043760,-0.60749,0.19254,0.77023,-0.02513
6923,233.611642040,477,15.966685882,2024-10-15T16:28:40.748679+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.602615480,77,233.605048600,-0.60751,0.19255,0.77021,-0.02507
6924,233.644967840,478,16.000009731,2024-10-15T16:28:40.782004+02:00,13934,233.625977800,NA,0.467,768.9753,453.1761,F,0.1057,0,0.504,2.9867,-31.1520,-9.7004,-32.4637,-30.3827,-8.4247,-22.8788,0.2142,0.1283,0.9683,0.0016,0.1651,0,0.742,-1.1362,2.8836,1.9382,1.3836,1.1092,0.431,3.2988,32.6693,-9.6971,-31.0837,34.4426,-8.6667,-21.6030,0.1098,0.1080,0.9881,0.0017,0.3089,0,0.604,5.6638,1.5826,1.9722,0.9992,1.8504,233.612622560,77,233.615055680,-0.60750,0.19261,0.77020,-0.02512
6924,233.644967840,478,16.000009731,2024-10-15T16:28:40.782004+02:00,13935,233.642543960,NA,0.467,773.3162,455.1097,F,0.1103,0,0.506,2.9972,-31.1519,-9.7002,-32.4640,-30.3910,-8.4230,-22.8786,0.2134,0.1284,0.9685,0.0017,0.0531,0,0.870,-1.1422,2.8802,1.9338,1.3887,1.0906,0.428,3.2228,32.6724,-9.7016,-31.0841,34.3936,-8.6882,-21.5919,0.1044,0.1062,0.9888,0.0017,0.3486,0,0.677,5.6459,1.5766,1.9787,0.9853,1.8594,233.622627400,77,233.625185280,-0.60757,0.19262,0.77015,-0.02512
6924,233.644967840,478,16.000009731,2024-10-15T16:28:40.782004+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.632634880,77,233.634942320,-0.60756,0.19268,0.77014,-0.02518
6924,233.644967840,478,16.000009731,2024-10-15T16:28:40.782004+02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.642641040,77,NA,NA,NA,NA,NA
